Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances
"Oct 28, 2016",Boeing 767-300,"Chicago-O'Hare, Illinois",0,N345AN,http://www.baaa-acro.com/crash/crash-boeing-767-323er-chicago,Takeoff (climb),"On October 28, 2016, about 1432 central daylight time, American Airlines flight 383, a Boeing 767-323, N345AN, had started its takeoff ground roll at Chicago O’Hare International Airport, Chicago, Illinois, when an uncontained engine failure in the right engine and subsequent fire occurred. The flight crew aborted the takeoff and stopped the airplane on the runway, and the flight attendants initiated an emergency evacuation. Of the 2 flight crewmembers, 7 flight attendants, and 161 passengers on board, 1 passenger received a serious injury and 1 flight attendant and 19 passengers received minor injuries during the evacuation. The airplane was substantially damaged from the fire. The airplane was operating under the provisions of 14 Code of Federal Regulations Part 121. Visual meteorological conditions prevailed at the time of the accident. The uncontained engine failure resulted from a high-pressure turbine (HPT) stage 2 disk rupture. The HPT stage 2 disk initially separated into two fragments. One fragment penetrated through the inboard section of the right wing, severed the main engine fuel feed line, breached the fuel tank, traveled up and over the fuselage, and landed about 2,935 ft away. The other fragment exited outboard of the right engine, impacting the runway and fracturing into three pieces. Examination of the fracture surfaces in the forward bore region of the HPT stage 2 disk revealed the presence of dark gray subsurface material discontinuities with multiple cracks initiating along the edges of the discontinuities. The multiple cracks exhibited characteristics that were consistent with low-cycle fatigue. (In airplane engines, low-cycle fatigue cracks grow in single distinct increments during each flight.) Examination of the material also revealed a discrete region underneath the largest discontinuity that appeared white compared with the surrounding material. Interspersed within this region were stringers (microscopic-sized oxide particles) referred to collectively as a “discrete dirty white spot.” The National Transportation Safety Board’s (NTSB) investigation found that the discrete dirty white spot was most likely not detectable during production inspections and subsequent in-service inspections using the procedures in place. The NTSB’s investigation also found that the evacuation of the airplane occurred initially with one engine still operating. In accordance with company procedures and training, the flight crew performed memory items on the engine fire checklist, one of which instructed the crew to shut down the engine on the affected side (in this case, the right side). The captain did not perform the remaining steps of the engine fire checklist (which applied only to airplanes that were in flight) and instead called for the evacuation checklist. The left engine was shut down as part of that checklist. However, the flight attendants had already initiated the evacuation, in accordance with their authority to do so in a life-threatening situation, due to the severity of the fire on the right side of the airplane. "
"Oct 28, 2016",Douglas DC-10,"Fort Lauderdale-Hollywood, Florida",0,N370FE,http://www.baaa-acro.com/crash/crash-douglas-dc-10-10-fort-lauderdale,Landing (descent or approach),"On October 28, 2016, about 1751 eastern daylight time, FedEx Express (FedEx) flight 910, a McDonnell Douglas MD-10-10F, N370FE, experienced a left main landing gear (MLG) collapse after landing on runway 10L at Fort Lauderdale–Hollywood International Airport (KFLL), Fort Lauderdale, Florida, and the left wing subsequently caught fire. The airplane came to rest off the left side of the runway. The two flight crew members evacuated the airplane. The captain reported a minor cut and abrasions from the evacuation, and the first officer was not injured. The airplane sustained substantial damage. The cargo flight was operating on an instrument flight plan under the provisions of Title 14 Code of Federal Regulation (CFR) Part 121 and originated at Memphis International Airport (KMEM), Memphis, Tennessee. The first officer was the pilot flying, and the captain was the pilot monitoring. Both flight crew members stated in post accident interviews that the departure from MEM and the en route portion of the flight were normal. About 1745, air traffic control (ATC) cleared the flight for final approach to the instrument landing system (ILS) approach to runway 10L at KFLL. Recorder data indicate that the first officer set the flaps at 35º about 1746 when the airplane was 3,000 ft above ground level (agl). The first officer disconnected the autopilot about 1749 when the airplane was 1,000 ft agl. Both flight crew members reported that the approach was stable at 500 ft agl. At 200 ft agl, the first officer began making airspeed corrections to compensate for the crosswind. About 1750, the first officer disconnected the autothrottles, as briefed, when the airplane was at 100 ft agl. At 50 ft agl, the first officer initiated the flare. The left MLG touched down about 1750:31 in the touchdown zone and left of the runway centerline. The first officer deployed the spoilers at 1750:34, and the nose gear touched down 3 seconds later. The thrust reversers were  deployed at 1750:40. According to cockpit voice recorder (CVR) data, the captain instructed the first officer to begin braking about 1750:39 (the airplane was not equipped with autobrakes). FDR data indicate an increase in brake pedal position angle and increase in longitudinal deceleration (indicating braking) about 1750:41. In post accident interviews, the flight crew members reported hearing a ""bang"" as the first officer applied the brakes, and the airplane yawed to the left. About this time, the CVR recorded the sound of multiple thuds, consistent with the sound of a gear collapse. About 1750:48, the captain stated, ""I have the airplane,"" and the first officer replied, ""you got the airplane."" The captain applied full right rudder without effect while the first officer continued braking. About 1750:53, the captain instructed the first officer to call and inform the tower about the emergency. An airport video of the landing showed that the No. 1 engine was initially supporting the airplane after the left MLG collapse when a fire began near the left-wing tip. The airplane eventually stopped off the left side of runway 10L, about 30º to 40º off the runway heading. About 1751, the flight crew began executing the evacuation checklist. The pilots reported that, as they were about to evacuate, they heard an explosion. The airport video showed a fireball erupted at the No. 1 engine. The captain attempted to discharge a fire bottle in the No. 1 engine, but it didn't discharge. They evacuated the airplane through the right cockpit window."
"Oct 24, 2016",Swearingen SA227 Metro III,"Luqa, All Malta",5,N577MX,http://www.baaa-acro.com/crash/crash-swearingen-sa227at-expediter-luqa-5-killed,Takeoff (climb),"The aircraft was involved in a maritime patrol flight over the Mediterranean Sea, carrying a crew of two and three members of the French Ministry of Defense. Shortly after takeoff from runway 13, while in initial climb, the twin engine aircraft banked to the right, hit a perimeter fence and crashed in a huge explosion on the Triq Carmelo Caruana Street. The aircraft was destroyed by impact forces and a post crash fire. All five occupants were killed. It was previously reported that the flight was performed on behalf of the EU Frontex Program but this was later denied by the Border Agency. The presence of all three French Officers was confirmed by the French Minister of Defense Jean-Yves Le Drian. It was also confirmed by the Government of Malta that this kind of flight was performed by the French Customs since five months, an official operation of surveillance to identify human traffic and narcotics routes in the Mediterranean Sea."
"Oct 15, 2016",Socata TBM-900,"Fairoaks, Surrey",0,M-VNTR,http://www.baaa-acro.com/crash/crash-socata-tbm-900-fairoaks,Landing (descent or approach),"The crew was performing a positioning flight to Fairoaks from Douglas (Isle of Man) to pick up a passenger. After landing, the single engine aircraft failed to stop properly, overran, went through a soft ground, lost its undercarriage and came to rest 100 yards past the runway end. Both crew members were slightly injured while the aircraft was seriously damaged. Brand new, it was delivered last September. "
"Oct 13, 2016",Cessna 500 Citation,"Kelowna, British Columbia",4,C-GTNG,http://www.baaa-acro.com/crash/crash-cessna-500-citation-i-winfield-4-killed,Takeoff (climb),"The pilot and 3 passengers boarded the aircraft. At 2126, the pilot obtained an IFR clearance from the CYLW ground controller for the KELOWNA SEVEN DEP standard instrument departure (SID) procedure for Runway 34. The instructions for the runway 34 KELOWNA SEVEN DEP SID were to climb to 9000 feet ASL, or to an altitude assigned by air traffic control (ATC), and to contact the Vancouver Area Control Centre (ACC) after passing through 4000 feet ASL. The aircraft was then to climb and track 330° magnetic (M) inbound to the Kelowna non-directional beacon (LW). From LW, the aircraft was to climb and track 330°M outbound for vectors to the filed or assigned route. At 2127, C-GTNG began to taxi toward Runway 34. At 2131, the CYLW tower controller cleared the aircraft to take off from the intersection of Runway 34 and Taxiway D. The pilot acknowledged the clearance and began the take-off roll on Runway 34 about 1 minute later. Radar data showed that, at 2133:41, the aircraft was 0.5 nautical miles (nm) beyond the departure end of the runway and was climbing at more than 4000 feet per minute (fpm) through 2800 feet ASL, at a climb angle of approximately 16°. In that time, it had deviated laterally by about 3° to the right of the 330°M track associated with the SID. At 2134:01, when the aircraft was 1.2 nm beyond the runway, it had climbed through 3800 feet ASL and deviated further to the right of the intended routing. The aircraft’s rate of climb decreased to about 1600 fpm, and its ground speed was 150 knots. A short time later, the aircraft’s rate of climb decreased to 600 fpm, its climb angle decreased to 2°, and its ground speed had increased to 160 knots. At 2134:22, the aircraft was 2.1 nm beyond the departure end of the runway, and it was climbing through approximately 4800 feet ASL. The aircraft had deviated about 13° to the right of the intended track, and its rate of climb reached its maximum value of approximately  000 fpm, 3 with a climb angle of about 22°. The ground speed was roughly 145 knots. At 2134:39, the aircraft was 2.7 nm beyond the departure end of the runway, passing through 5800 feet ASL, and had deviated about 20° to the right of the intended routing. The rate of climb was approximately 2000 fpm, with a climb angle of about 7°. According to the SID, the pilot was to make initial contact with the ACC after the aircraft had passed through 4000 feet ASL.Initial contact was made when the aircraft was passing through 6000 feet ASL, at 2134:42. At 2134:46, the ACC acknowledged the communication and indicated that the aircraft had been identified on radar. The aircraft was then cleared for a right turn direct to the MENBO waypoint once it was at a safe altitude, or once it was climbing through 8000 feet ASL. The aircraft was also cleared to follow the flight-planned route and climb to 10 000 feet ASL. At 2134:55, the pilot read back the clearance as the aircraft climbed through 6400 feet ASL, with a rate of climb of approximately 2400 fpm. The aircraft was tracking about 348°M at a ground  speed of about 170 knots. At 2135:34, the aircraft began a turn to the right, which was consistent with the instruction from the ACC. Flying directly to the MENBO waypoint required the aircraft to be on a heading of 066°M, requiring a right turn of about 50°. At this point, the aircraft was still climbing and was passing through 8300 feet ASL. The rate of climb was about 3000 fpm. The aircraft continued the right turn and was tracking through 085°M. After reaching a peak altitude of approximately 8600 feet ASL, the aircraft entered a steep descending turn to the right, consistent with the characteristics of a spiral dive. At 2135:47, the ACC controller cleared C-GTNG to climb to FL 250. The lack of radar returns and radio communications from the aircraft prompted the controller to initiate search activities. At 2151, NAV CANADA notified first responders, who located the accident site in forested terrain at about midnight. The aircraft had been destroyed, and all of the occupants had been fatally injured."
"Oct 11, 2016",Antonov AN-26,"Belaya Gora, Republic of Yakutia (Sakha)",0,RA-26660,http://www.baaa-acro.com/crash/crash-antonov-26-100-belaya-gora,Landing (descent or approach),"On final approach to Belaya Gora Airport, the aircraft was too low and hit the ground. On impact, the right main gear and the nose gear collapsed. The aircraft slid for several yards before coming to rest in a snow covered field about 400 meters short of runway threshold and 300 meters to the left of the approach path. The propeller on the right engine was torn off and it appears that the fuselage was bent as well. All 33 occupants were evacuated safely. At the time of the accident, weather conditions were marginal with limited visibility caused by snow falls. It was reported the visibility was about 2,5 km at the time of the accident while the crew needed at least 4 km on an NDB approach. "
"Oct 10, 2016",De Havilland DHC-2 Beaver,"Laidman Lake, British Columbia",1,C-GEWG,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-i-near-laidman-lake-1-killed,Flight,"The single engine seaplane left Vanderhoof at 0900LT on a 30 minutes flight to Laidman Lake. About five minutes before landing, the aircraft crashed in unknown circumstances in a snow covered forest located northwest of Laidman Lake, about 80 km north of Anahim Lake. The pilot was killed while all four other occupants were injured, two of them seriously. The aircraft was written off. "
"Oct 9, 2016",Cessna 207 Skywagon/Stationair,"Uchuquinua, Cajamarca",3,OB-1936-P,http://www.baaa-acro.com/crash/crash-cessna-t207a-turbo-stationair-8-near-uchuquinua-3-killed,Flight,"The single engine aircraft was apparently completing a flight from Trujillo to Pucallpa when flying over the Cajamarca Province, the pilot encountered poor weather conditions with heavy rain falls. The aircraft crashed in unknown circumstances in a mountainous area located in the region of Uchuquinua, district of Llapa, Cajamarca Province. The aircraft was destroyed and all three occupants were killed. The ETA in Pucallpa was 1124LT. Some sources states that the aircraft was completing a flight from Nazca, Ica Province, to Pucallpa. The crash zone does not correspond to the flight path. Development will follow. "
"Oct 2, 2016",Cessna 208B Grand Caravan,"Togiak, Alaska",3,N208SD,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-togiak-3-killed,Flight,"On October 2, 2016, about 1157 Alaska daylight time, Ravn Connect flight 3153, a turbine powered Cessna 208B Grand Caravan airplane, N208SD, collided with steep, mountainous terrain about 10 nautical miles northwest of Togiak Airport (PATG), Togiak, Alaska. The two commercial pilots and the passenger were killed, and the airplane was destroyed. The scheduled commuter flight was operated under visual flight rules by Hageland Aviation Services, Inc., Anchorage, Alaska, under the provisions of Title 14 Code of Federal Regulations Part 135. Visual meteorological conditions prevailed at PATG (which had the closest weather observing station to the accident site), but a second company flight crew (whose flight departed about 2 minutes after the accident airplane and initially followed a similar route) reported that they observed unexpected fog, changing clouds, and the potential for rain along the accident route. Company flight-following procedures were in effect. The flight departed Quinhagak Airport, Quinhagak, Alaska, about 1133 and was en route to PATG."
"Sep 30, 2016",Cessna 208B Grand Caravan,"San Antonio de Prado, Antioquia",4,HK-3804,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-san-antonio-de-prado-4-killed,Takeoff (climb),"Few minutes after takeoff from Medellín-Enrique Olaya Herrera Airport, while climbing, the aircraft suffered engine problems. As the crew was unable to return to Medellín, the captain attempted an emergency landing when the aircraft hit a hill and crashed in trees. A pilot and three passengers were killed while seven others occupants were injured. The aircraft was destroyed. The crew was performing a charter flight to Juradó. "
"Sep 30, 2016",De Havilland DHC-2 Beaver,"Lopez Island, Washington",0,N6781L,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-i-lopez-island,Flight,"While approaching San Juan Island on a flight from Kenmore to Roche Harbor in marginal weather conditions, the pilot was able to send an emergency signal when the aircraft crashed into the sea off Lopez Island. A ship crew rescued all four occupants who were injured. The single engine aircraft sank and was lost. "
"Sep 25, 2016",Learjet 31,"Jakarta-Perdanakusuma, City District of Jakarta",0,PK-JKI,http://www.baaa-acro.com/crash/crash-learjet-31a-jakarta,Landing (descent or approach),"The crew was performing an ambulance flight from Yogyakarta-Adisujipto Airport to Jakarta-Halim Perdanakusuma on behalf of the Indonesian Red Cross (Palang Merah Indonesia). The approach was completed by night and marginal weather conditions. After touchdown on runway 24, the aircraft skidded on the wet runway and after a run of 1,300 meters, it veered to the right and left the pavement. While contacting soft ground, the right main gear was sheared off while the left main gear was partially torn off. The aircraft then hit the ground several times, causing the left wing to be bent. Eventually, the right engine dislodged from his mount. All eight occupants were evacuated safely and there was no fire. "
"Sep 24, 2016",Bae Jetstream 41,"Siddharthanagar, Lumbini",0,9N-AIB,http://www.baaa-acro.com/crash/crash-bae-jetstream-41-siddharthanagar,Landing (descent or approach),"The crew performed the approach in good weather conditions (wind from southeast at 4 knots and 8 km visibility). After touchdown on runway 28 at Gautam Buddha Airport, the aircraft did not stop within the remaining distance, overran, lost its left main gear (right main gear state to be confirmed) and came to rest in the bush, about 110 meters past the runway end. All 32 occupants were able to evacuate the cabin safely. The aircraft seems to be damaged beyond repair. "
"Sep 13, 2016",Boeing 737-300,"Wamena, Special Region of Papua",0,PK-YSY,http://www.baaa-acro.com/crash/crash-boeing-737-347-wamena,Landing (descent or approach),"The 30 years old B737 and its three crew members were performing a cargo flight from Jayapura to Wamena, carrying a load of 15,3 tons of various goods (diesel and fuel drums, rice, sugar, etc.). The final approach to Wamena was performed in poor weather conditions with a cloud base estimated between 150 and 200 feet. After a visual approach (Wamena Airport is a VFR Airfield only), the aircraft landed hard on runway 15. It appears that the left main gear collapsed while the right main gear was sheared off. The aircraft then slid on its belly and both engine for several yards before coming to rest on the right side of the runway. All three crew members were unhurt while the aircraft is damaged beyond repair. "
"Sep 10, 2016",Beechcraft 200 Super King Air,"Orlando-Apopka, Florida",0,N369CD,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-orlando,Landing (descent or approach),"Upon landing on runway 15, the twin engine aircraft became uncontrollable and veered off runway to the right. The right wing hit a palm tree and was sheared off till the engine. The aircraft rotated and came to rest with the right engine in flames. The pilot, sole on board, escaped unhurt while the aircraft seems to be damaged beyond repair. Strong cross winds were reported at the time of the accident. "
"Aug 31, 2016",Cessna 208B Grand Caravan,"Russian Mission, Alaska",3,N752RV,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-russian-mission-3-killed,Flight,"The Cessna had departed about 3 minutes prior on a scheduled passenger flight and the Piper was en route to a remote hunting camp when the two airplanes collided at an altitude about 1,760 ft mean sea level over a remote area in day, visual meteorological conditions. The airline transport pilot and two passengers onboard the Cessna and the commercial pilot and the passenger onboard the Piper were fatally injured; both airplanes were destroyed. Post accident examination revealed signatures consistent with the Cessna's outboard left wing initially impacting the Piper's right wing forward strut while in level cruise flight. Examination revealed no mechanical malfunctions or anomalies that would have precluded normal operation of either airplane. Neither pilot was in communication with an air traffic control facility and they were not required to be. A performance and visibility study indicated that each airplane would have remained a relatively small, slow-moving object in the other pilot's window (their fuselages spanning less than 0.5° of the field of view, equivalent to the diameter of a penny viewed from about 7 ft away) until about 10 seconds before the collision, at which time it would have appeared to grow in size suddenly (the ""blossom"" effect). From about 2 minutes before the collision, neither airplane would have been obscured from the other airplane pilot's (nominal) field of view by cockpit structure, although the Cessna would have appeared close to the bottom of the Piper's right wing and near the forward edge of its forward wing strut. The Cessna was Automatic Dependent Surveillance-Broadcast (ADS-B) Out equipped; the Piper was not ADS-B equipped, and neither airplane was equipped with any cockpit display of traffic information (CDTI). CDTI data would have presented visual information regarding the potential conflict to both pilots beginning about 2 minutes 39 seconds and auditory information beginning about 39 seconds before the collision, providing adequate time for the pilots to react. The see-and-avoid concept requires a pilot to look through the cockpit windows, identify other aircraft, decide if any aircraft are collision threats, and, if necessary, take the appropriate action to avert a collision. There are inherent limitations of this concept, including limitations of the human visual and information processing systems, pilot tasks that compete with the requirement to scan for traffic, the limited field of view from the cockpit, and environmental factors that could diminish the visibility of other aircraft. Given the remote area in which the airplanes were operating, it is likely that the pilots had relaxed their vigilance in looking for traffic. The circumstances of this accident underscore the difficultly in seeing airborne traffic by pilots; the foundation of the ""see and avoid"" concept in VMC, even when the cockpit visibility  offers opportunities to do so, and particularly when the pilots have no warning of traffic in the vicinity. Due to the level of trauma sustained to the Cessna pilot, the autopsy was inconclusive for the presence of natural disease. It was undetermined if natural disease could have presented a significant hazard to flight safety."
"Aug 16, 2016",Cessna 550 Citation II,"Charallave, Miranda",2,YV3051,http://www.baaa-acro.com/crash/crash-cessna-550-citation-ii-charallave-2-killed,Takeoff (climb),"Shortly after takeoff from runway 10 in Charallave-Óscar Machado Zuloaga Airport, while in initial climb, the aircraft banked to the right, lost altitude and eventually crashed in a huge explosion in a dense wooded area located down below the airfield. The aircraft was totally destroyed by impact forces and a post crash fire and both crew members were killed. "
"Aug 14, 2016",Piper PA-31-310 Navajo,"Tuscaloosa, Alabama",6,N447SA,http://www.baaa-acro.com/crash/crash-piper-pa-31-325-navajo-cr-tuscaloosa-6-killed,Landing (descent or approach),"The twin engine aircraft left Kissimmee-Gateway Airport at 0955LT bound for Tuscaloosa, Alabama, carrying three dentists couples returning home following a dental continuing education seminar in Florida. On approach to Tuscaloosa, the pilot informed ATC about engine problems when the aircraft stalled and crashed in flames in a wooded area located few hundred yards short of runway 22 threshold. The aircraft was destroyed by a post crash fire and all six occupants were killed. "
"Aug 5, 2016",Boeing 737-400,"Bergamo, Lombardy",0,HA-FAX,http://www.baaa-acro.com/crash/crash-boeing-737-476-bergamo,Landing (descent or approach),"The crew left Paris-Roissy-Charles de Gaulle Airport at 0254LT on a cargo flight to Bergamo on behalf of DHL Airways. Upon arrival, weather conditions were poor with thunderstorm activity, rain falls and wind. After landing on runway 28, the aircraft was unable to stop within the remaining distance, overran and went through the perimeter fence. It then cross a highway, lost its undercarriage and slid for 520 meters before coming to rest on a second road. While both crew members were unhurt, the aircraft was damaged beyond repair. It is believed that the crew landed long, with a touchdown point between 1,900 and 2,400 meters past the runway threshold (runway 28 is 2,934 meters long). After landing, the crew apparently decided to go around but while decelerating, the aircraft was unable to takeoff, overran and came to rest. "
"Aug 3, 2016",Boeing 777-300,"Dubai, Dubai",0,A6-EMW,http://www.baaa-acro.com/crash/crash-boeing-777-31h-dubai,Landing (descent or approach),"On approach to Dubai Airport runway 12L, the crew was cleared to land. During the last segment, the pilot in command decided to perform a go around, raised the landing gear and started to climb. In the mean time, the crew was cleared from ATC to climb to 4,000 feet when the aircraft apparently stalled and hit the runway surface. Out of control, it veered off runway and came to rest in flames. All 300 occupants were quickly evacuated and 13 of them were slightly injured. However, the aircraft was totally destroyed by a post crash fire. It left Thiruvananthapuram Airport, south India, at 1036LT. The reason why the crew decided to make a go around remains unknown at the time. Unfortunately, a firefighter lost his life during the rescue operations. 
On September 5, 2016, a preliminary report was published by the UAE Civil Aviation Authorities, confirming the following elements:
During the approach, at 0836:00, with the autothrottle system in SPEED mode, as the Aircraft descended through a radio altitude (RA) of 1,100 feet, at 152 knots IAS, the wind direction started to change from a headwind component of 8 knots to a tailwind component. The autopilot was disengaged at approximately 920 feet RA and the approach continued with the autothrottle connected. As the Aircraft descended through 700 feet RA at 0836:22, and at 154 knots IAS, it was subjected to a tailwind component which gradually increased to a maximum of 16 knots. At 0837:07, 159 knots IAS, 35 feet RA, the PF started to flare the Aircraft. The autothrottle mode transitioned to IDLE and both thrust levers were moving towards the idle position. At 0837:12, 160 knots IAS, and 5 feet RA, five seconds before touchdown, the wind direction again started to change to a headwind. As recorded by the Aircraft flight data recorder, the weight-on-wheels sensors indicated that the right main landing gear touched down at 0837:17, approximately 1,100 meters from the runway 12L threshold at 162 knots IAS, followed three seconds later by the left main landing gear. The nose landing gear remained in the air. At 0837:19, the Aircraft runway awareness advisory system (RAAS) aural message “LONG LANDING, LONG LANDING” was annunciated. At 0837:23, the Aircraft became airborne in an attempt to go-around and was subjected to a headwind component until impact. At 0837:27, the flap lever was moved to the 20 position. Two seconds later the landing gear lever was selected to the UP position. Subsequently, the landing gear unlocked and began to retract. At 0837:28, the air traffic control tower issued a clearance to continue straight ahead and climb to 4,000 feet. The clearance was read back correctly. The Aircraft reached a maximum height of approximately 85 feet RA at 134 knots IAS, with the landing gear in transit to the retracted position. The Aircraft then began to sink back onto the runway. Both crewmembers recalled seeing the IAS decreasing and the Copilot called out “Check speed.” At 0837:35, three seconds before impact with the runway, both thrust levers were moved from the idle position to full forward. The autothrottle transitioned from IDLE to THRUST mode. Approximately one second later, a ground proximity warning system (GPWS) aural warning of “DON’T SINK, DON’T SINK” was annunciated. One second before impact, both engines started to respond to the thrust lever movement showing an increase in related parameters. At 0837:38, the Aircraft aft fuselage impacted the runway abeam the November 7 intersection at 125 knots, with a nose-up pitch angle of 9.5 degrees, and at a rate of descent of 900 feet per minute. This was followed by the impact of the engines on the runway. The three landing gears were still in transit to the retracted position. As the Aircraft slid along the runway, the No.2 engine-pylon assembly separated from the right hand (RH)  wing. From a runway camera recording, an intense fuel fed fire was observed to start in the area of the damaged No.2 engine-pylon wing attachment area. The Aircraft continued to slide along the runway on the lower fuselage, the outboard RH wing, and the No.1 engine. An incipient fire started on the underside of the No.1 engine. The Aircraft came to rest adjacent to the Mike 13 taxiway at a magnetic heading of approximately 240 degrees. After the Aircraft  came to rest, fire was emanating from the No. 2 engine, the damaged RH engine-pylon wing attachment area and from under the Aircraft fuselage. Approximately one minute after, the Commander transmitted a “MAYDAY” call and informed air traffic control that the Aircraft was being evacuated."
"Aug 2, 2016",Cessna 414 Chancellor,"Destin-Executive, Florida",1,N2735A,http://www.baaa-acro.com/crash/crash-cessna-414a-chancellor-destin-1-killed,Takeoff (climb),"The instrument-rated commercial pilot departed from an airport adjacent to the Gulf of Mexico with an instrument flight rules clearance for a cross-country flight in dark night, visual
meteorological conditions. The flight continued in a south-southwesterly direction, climbing to about 900 ft over the gulf, where it entered a steep right turn. The airplane then descended at a steep rate and impacted the water in a nose-low attitude. Post accident examination of the recovered wreckage, including flight controls, engines, and propellers revealed no evidence of preimpact failure or malfunction. While the outlet fuel line from the left auxiliary fuel pump was found separated and there was evidence that the B-nut was loose and had been only secured by the first 2 threads, recorded data from the engine monitor for the flight revealed no loss of power from either engine. Therefore, the final separation likely occurred during the impact sequence. Although the accident pilot was instrument rated and had recently completed instrument currency training, the dark night conditions present at the time of the accident combined with a further lack of visual references due to the airplane's location over a large body of water, presented a situation conducive to the development of spatial disorientation. The pilot had been instructed by air traffic control to turn southwest after takeoff; however, the continuation of the turn past the intended course and the airplane's steep bank angle and excessive rate of descent are consistent with a loss of control due to spatial disorientation. "
"Aug 1, 2016",Piper PA-31-350 Navajo Chieftain,"Bangkok, Bangkok City District",1,HS-FGB,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-bangkok-1-killed,Landing (descent or approach),"On approach to Bangkok-Suvarnabhumi Airport, the twin engine aircraft went out of control and crashed in a swamp located along the borders of Nong Chok and Min Buri districts. The pilot was killed while three passengers were injured."
"Aug 1, 2016",Piper PA-31-350 Navajo Chieftain,"Canaima, Bolívar",2,YV607T,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-near-canaima-2-killed,Landing (descent or approach),"The crew was performing a cargo flight from La Paragua to Canaima. While descending to Canaima in the early morning, the twin engine aircraft crashed in unknown circumstances some 34 km northeast of the intended destination. The wreckage was found few hours later and both pilots have been killed. "
"Jul 31, 2016",PZL-Mielec AN-2,"Krapivinsky, Kemerovo oblast",3,RA-54790,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-near-krapivinsky-3-killed,Flight,"The crew (two pilots and one mechanic) was performing a ferry flight to Irkutsk with an intermediate stop in Berdsk. En route, the pilot encountered poor weather conditions when the single engine aircraft hit tree tops and crashed in a wooded area located on the slope of Mt Gora Abatova (747 meters high) located 40 km east of Krapivinsky. The airplane was destroyed by impact forces and a post crash fire and all three crew members were killed. The wreckage was found a day later at an altitude of 541 meters. 
Crew:
R. Rodzhapov, pilot,
Yuri Pakhomov, copilot,
I. Valiullin, flight engineer. "
"Jul 31, 2016",Embraer EMB-820 Navajo,"Londrina, Paraná",8,PT-EFQ,http://www.baaa-acro.com/crash/crash-embraer-emb-820c-navajo-londrina-8-killed,Landing (descent or approach),"Owned by Mauri Viana, a local council, the twin engine aircraft was performing a flight from Cuiabá to Londrina with a crew of two and six passengers (three adults and three children). On approach to runway 13 in Londrina, the aircraft stalled and crashed onto a hangar located in the Marechal Hermes da Fonseca Street, about 5 km from runway 13 threshold. As six tanker trucks were parked in the hangar, severe explosions occurred and none of the eight occupants survived the crash. No other people on the ground were injured. An engine failure is suspected according to locals. "
"Jul 29, 2016",Piper PA-31 Cheyenne,"McKinleyville, California",4,N661TC,http://www.baaa-acro.com/crash/crash-piper-pa-31t-cheyenne-ii-near-mckinleyville-4-killed,Flight,"The twin engine aircraft left Crescent City-Del Norte Airport around midnight on an ambulance flight to Oakland, carrying a patient, two medical crew members and one pilot. While cruising at an altitude of 10,000 feet, the pilot declared an emergency and reported smoke into the cockpit. Shortly later, the aircraft went into a dive and crashed in a wooded area located about 5 miles northeast of McKinleyville. The wreckage was spotted around 1000LT and all four occupants were killed. "
"Jul 26, 2016",Embraer EMB-505 Phenom 300,"Houston-Sugar Land, Texas",0,N362FX,http://www.baaa-acro.com/crash/crash-embraer-emb-505-phenom-300-houston,Landing (descent or approach),"The twin engine aircraft was performing the flight LXJ362 (Flight Options OPT362) from Scottsdale to Houston-Sugar Land Regional Airport with a crew of two and one passenger on board. The approach was performed in marginal weather conditions with thunderstorm activity, rain falls, visibility limited to three miles with clouds at 700 feet and wind from 130 at 8 knots. After landing on runway 35, the aircraft encountered difficulties to stop, overran and hit the embankment of a drainage ditch. Both wings were sheared off and the aircraft came to rest. All three occupants were unhurt. "
"Jul 22, 2016",Antonov AN-32,"Bay of Bengal, All World",29,K2743,http://www.baaa-acro.com/crash/crash-antonov-32-bay-bengal-29-killed,Flight,"The twin engine aircraft left Tambaram AFB (southwest of Chennai) at 0830LT for a three hours flight to Port Blair, Andaman Islands. While cruising at the assigned altitude of 23,000 feet about 280 km east of Chennai, the aircraft made a turn to the left and then dove into the sea. No trace of the aircraft was found and all 29 occupants are feared to be dead. "
"Jul 20, 2016",Cessna 208B Grand Caravan,"Jinshan, Shanghai",5,B-10FW,http://www.baaa-acro.com/crash/crash-cessna-208-grand-caravan-ex-jinshan-5-killed,Takeoff (climb),"While taking off from the bay off Jinshan (south of Shanghai), the single engine aircraft hit a concrete bridge and crashed into the sea. One pilot and four passengers were killed while five other occupants were injured. The seaplane C208 EX version was destroyed. It is believed that the crew misjudged the distance between the departure point and the bridge as the collision occurred just after rotation. "
