Date,A/C Type,Location,Fatalities,Registration,detail.url
"Feb 14, 2011",Let 410UVP,"Tegucigalpa, Francisco Morazán",14,HR-AUQ,http://www.baaa-acro.com/crash/crash-let-410-cerro-de-hula-14-killed
"Feb 14, 2011",Let 410UVP,"Bukavu, Sud-Kivu",2,9Q-CIF,http://www.baaa-acro.com/crash/crash-let-410-bukavu-2-killed-0
"Feb 12, 2011",Casa 212 Aviocar,"Indonesia, All Indonesia",5,PK-ZAI,http://www.baaa-acro.com/crash/crash-casa-212-aviocar-near-tanjung-pinang-5-killed
"Feb 10, 2011",Swearingen SA227 Metro III,"Cork, Munster",6,EC-ITP,http://www.baaa-acro.com/crash/crash-swearingen-sa227bc-metro-iii-cork-6-killed
"Feb 8, 2011",Pilatus PC-12,"Plettenberg Bay, Western Cape",9,ZS-GAA,http://www.baaa-acro.com/crash/crash-pilatus-pc-12-plettenberg-bay-9-killed
"Feb 4, 2011",Hawker 850XP,"Sulaymānīyah, As-Sulaymāniyyah (السليمانية)",7,OD-SKY,http://www.baaa-acro.com/crash/crash-hawker-850xp-sulaymaniyah-7-killed
"Jan 27, 2011",Fokker F27 Friendship,"Nairobi, Nairobi City District",0,5X-FFD,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-500crf-nairobi
"Jan 20, 2011",De Havilland DHC-6 Twin Otter,"Ecuador, All Ecuador",6,FAE449,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-santa-clara-6-killed
"Jan 19, 2011",Cessna 208B Grand Caravan,"Tharjath, Unity (الوحدة)",0,5Y-OER,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-tharjath
"Jan 14, 2011",Beechcraft 200 Super King Air,"Goiânia, Goiás",6,PR-ART,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-goiania-6-killed
"Jan 10, 2011",Boeing 737-200,"Hoedspruit AFB, Mpumalanga",0,ZS-SGX,http://www.baaa-acro.com/crash/ground-accident-boeing-737-200-hoedspruit-afb
"Jan 9, 2011",Boeing 727-200,"Orūmīyeh, West Azerbaijan",77,EP-IRP,http://www.baaa-acro.com/crash/crash-boeing-727-200-orumiyeh-77-killed
"Jan 7, 2011",Partenavia P.68,"Venezuela, All Venezuela",5,YV1303,http://www.baaa-acro.com/crash/crash-partenavia-p68-venezuela-5-killed
"Jan 6, 2011",Learjet 35,"Springfield, Illinois",0,N800GP,http://www.baaa-acro.com/crash/crash-learjet-35a-springfield
"Jan 6, 2011",Cessna 208B Grand Caravan,"Kipnuk, Alaska",0,N715HE,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-kipnuk
"Jan 3, 2011",Beechcraft E18,"New Stuyahok, Alaska",0,N9001,http://www.baaa-acro.com/crash/crash-beechcraft-e18s-new-stuyahok
"Jan 1, 2011",Tupolev TU-154,"Surgut, Khantia-Mansia okrug",3,RA-85588,http://www.baaa-acro.com/crash/crash-tupolev-tu-154b-2-surgut-3-killed
"Dec 28, 2010",Antonov AN-22,"Tula, Tula oblast",12,RA-09343,http://www.baaa-acro.com/crash/crash-antonov-22-tula-12-killed
"Dec 27, 2010",Rockwell Aero Commander 500,"Columbus, Ohio",0,N888CA,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500-columbus
"Dec 20, 2010",Rockwell Grand Commander 680,"Perris, California",1,N316KW,http://www.baaa-acro.com/crash/crash-rockwell-grand-commander-680-perris-1-killed
"Dec 20, 2010",Fletcher FU-24,"Wynella Station, Queensland",1,VH-FNM,http://www.baaa-acro.com/crash/crash-pacific-aerospace-fu-24a-954-fletcher-wynella-station-1-killed
"Dec 19, 2010",Raytheon 390 Premier I,"Samedan, Graubünden",2,D-IAYL,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-i-samedan-2-killed
"Dec 15, 2010",De Havilland DHC-6 Twin Otter,"Nepal, All Nepal",22,9N-AFX,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-okhaldhunga-22-killed
"Dec 14, 2010",Beechcraft 18,"Nassau, New Providence",2,N38L,http://www.baaa-acro.com/crash/crash-beechcraft-18-nassau-2-killed
"Dec 12, 2010",Beechcraft 90 King Air,"Londrina, Paraná",0,PT-WUG,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-90-londrina
"Dec 8, 2010",Britten-Norman Islander,"Ouarzazate, Souss-Massa-Drâa",5,CN-TWO,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-defender-ouarzazate-5-killed
"Dec 4, 2010",Tupolev TU-154,"Moscow, Moscow oblast",2,RA-85744,http://www.baaa-acro.com/crash/crash-tupolev-tu-154m-moscow-2-killed
"Dec 3, 2010",Beechcraft 1900C,"Maputo, Maputo City District",0,C9-AUO,http://www.baaa-acro.com/crash/crash-beechcraft-1900c-1-maputo
"Nov 29, 2010",Beechcraft 80 Queen Air,"Tuguegarao, Cagayan",0,RP-C1111,http://www.baaa-acro.com/crash/crash-beechcraft-queen-air-80-tuguegarao
"Nov 28, 2010",Ilyushin II-76,"Karachi, Sindh (سنڌ سندھ)",12,4L-GNI,http://www.baaa-acro.com/crash/crash-ilyushin-ii-76td-karachi-12-killed
"Nov 28, 2010",GippsAero GA8 Airvan,"Swindon, Wiltshire",0,G-CDYA,http://www.baaa-acro.com/crash/crash-gippsland-ga-8-airvan-swindon
"Nov 24, 2010",Antonov AN-32,"Monterrey, Nuevo León",5,3101,http://www.baaa-acro.com/crash/crash-antonov-32-monterrey-5-killed
"Nov 19, 2010",Cessna 501 Citation I,"Birmingham, West Midlands",0,G-VUEM,http://www.baaa-acro.com/crash/crash-cessna-501-citation-i-birmingham
"Nov 19, 2010",Lockheed C-130 Hercules,"Paris-Le Bourget, Seine-Saint-Denis",0,7T-WHA,http://www.baaa-acro.com/crash/crash-lockheed-c-130h-30-hercules-paris
"Nov 18, 2010",Lockheed C-130 Hercules,"Sana'a, Sana'a (صنعاء)",0,7O-ADD,http://www.baaa-acro.com/crash/crash-lockheed-c-130h-hercules-sanaa
"Nov 17, 2010",Learjet 25,"Portland-Hillsboro, Oregon",0,N25PJ,http://www.baaa-acro.com/crash/crash-learjet-25b-portland
"Nov 13, 2010",Swearingen SA227 Metro III,"Andahuaylas, Apurímac",0,N781C,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-andahuaylas
"Nov 11, 2010",Antonov AN-24,"Zalingei, Central Darfur",2,ST-ARQ,http://www.baaa-acro.com/crash/crash-antonov-24-zalingei-2-killed
"Nov 10, 2010",Partenavia P.68,"Anthony, New Mexico",0,N44956,http://www.baaa-acro.com/crash/crash-partenavia-p68-observer-anthony
"Nov 5, 2010",Beechcraft 1900C,"Karachi, Sindh (سنڌ سندھ)",21,AP-BJD,http://www.baaa-acro.com/crash/crash-beechcraft-1900c-karachi-21-killed
"Nov 5, 2010",Swearingen SA227 Metro III,"Huánuco, Huánuco",0,N115GS,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-huanuco
"Nov 4, 2010",ATR72-200,"Cuba, All Cuba",68,CU-T1549,http://www.baaa-acro.com/crash/crash-atr72-212-guasimal-68-killed
"Nov 4, 2010",Beechcraft 90 King Air,"Aix-en-Provence, Bouches-du-Rhône",2,F-BVTB,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-90-near-aix-en-provence-2-killed
"Oct 27, 2010",Piper PA-31-350 Navajo Chieftain,"Aguadilla, All Puerto Rico",0,N350RL,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-aguadilla
"Oct 27, 2010",PZL-Mielec AN-28,"Wami, Central Sulawesi",5,P-4204,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-wami-5-killed
"Oct 26, 2010",Piper PA-31-350 Navajo Chieftain,"Wentworth, South Yorkshire",0,G-FILL,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-wentworth
"Oct 25, 2010",Beechcraft 100 King Air,"Kirby Lake, Alberta",1,C-FAFD,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-a100-kirby-lake-1-killed
"Oct 24, 2010",PZL-Mielec AN-2,"Santa Isabel, La Pampa",0,CX-CAP,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-santa-isabel
"Oct 21, 2010",Let 410UVP,"Bukavu, Sud-Kivu",2,9Q-CUA,http://www.baaa-acro.com/crash/crash-let-410-bukavu-2-killed
"Oct 16, 2010",Harbin Yunsunji Y-12,"Mukinge, North-Western",0,AF-215,http://www.baaa-acro.com/crash/crash-harbin-yunsunji-y-12-mukinge
"Oct 15, 2010",GippsAero GA8 Airvan,"Lady Barron, Tasmania",0,VH-DQP,http://www.baaa-acro.com/crash/crash-gippsland-ga8-airvan-lady-barron
"Oct 12, 2010",Lockheed C-130 Hercules,"Kabul, Kabul",8,5X-TUC,http://www.baaa-acro.com/crash/crash-lockheed-c-130-hercules-kabul-8-killed
"Oct 6, 2010",Cessna 501 Citation I,"Coatzacoalcos, Veracruz",8,XA-TKY,http://www.baaa-acro.com/crash/crash-cessna-501-citation-i-coatzacoalcos-8-killed
"Oct 5, 2010",Cessna 402,"Nassau, New Providence",9,C6-NLH,http://www.baaa-acro.com/crash/crash-cessna-402c-nassau-9-killed
"Oct 2, 2010",Cessna 208 Caravan,"Kirensk, Irkutsk oblast",0,RA-67701,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-kirensk
"Oct 1, 2010",Cessna 550 Citation II,"Manteo, North Carolina",0,N262Y,http://www.baaa-acro.com/crash/crash-cessna-550-citation-ii-manteo
"Sep 24, 2010",Airbus A319,"Palermo, Sicily",0,EI-EDM,http://www.baaa-acro.com/crash/crash-airbus-a319-palermo
"Sep 22, 2010",Beechcraft 100 King Air,"Montmagny, Quebec",0,C-FSIK,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-b100-montmagny
"Sep 19, 2010",Piper PA-31-350 Navajo Chieftain,"South Bimini, Bimini",0,N84859,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-south-bimini
"Sep 13, 2010",ATR42-300,"Puerto Ordaz, Bolívar",17,YV1010,http://www.baaa-acro.com/crash/crash-atr42-320-puerto-ordaz-17-killed
"Sep 7, 2010",Beechcraft 350 Super King Air,"Uribe, Meta",6,FAC-5747,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-350-uribe-6-killed
"Sep 5, 2010",Cessna 208B Grand Caravan,"Pointe-à-Pitre, Guadeloupe",0,F-OIXZ,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-pointe-pitre
"Sep 4, 2010",Fletcher FU-24,"Fox Glacier, West Coast Regional Council",9,ZK-EUF,http://www.baaa-acro.com/crash/crash-pac-fletcher-fu-24-fox-glacier-9-killed
"Sep 3, 2010",Boeing 747-400,"Dubai, Dubai",2,N571UP,http://www.baaa-acro.com/crash/crash-boeing-747-400-dubai-2-killed
"Sep 3, 2010",Cessna 207 Skywagon/Stationair,"Tuluksak, Alaska",0,N9942M,http://www.baaa-acro.com/crash/crash-cessna-207a-skywagon-tuluksak
"Sep 2, 2010",Beechcraft 80 Queen Air,"San Carlos, California",15,N832B,http://www.baaa-acro.com/crash/crash-beechcraft-queen-air-a65-san-carlos-3-killed
"Aug 31, 2010",Cessna 550 Citation II,"Bwagaoia (Misima Island), Milne Bay",4,P2-TAA,http://www.baaa-acro.com/crash/crash-cessna-550-citation-ii-bwagaoia-4-killed
"Aug 26, 2010",Fokker 100,"Tabriz, East Azerbaijan",0,EP-ASL,http://www.baaa-acro.com/crash/crash-fokker-100-tabriz
"Aug 25, 2010",Let 410UVP,"Bandundu, Bandundu",20,9Q-CCN,http://www.baaa-acro.com/crash/crash-let-410-bandundu-20-killed
"Aug 25, 2010",Embraer ERJ-145,"Vitória da Conquista, Bahia",0,PR-PSJ,http://www.baaa-acro.com/crash/crash-embraer-erj-145-vitoria-da-conquista
"Aug 25, 2010",Antonov AN-26,"Tallinn, Harjumaa",0,SP-FDP,http://www.baaa-acro.com/crash/crash-antonovv-26b-tallinn
"Aug 24, 2010",Dornier DO228,"Kathmandu, Bagmati",14,9N-AHE,http://www.baaa-acro.com/crash/crash-dornier-do228-near-kathmandu-14-killed
"Aug 24, 2010",Embraer ERJ-190,"Yichun, Heilongjiang",44,B-3130,http://www.baaa-acro.com/crash/crash-embraer-erj-190-yichun-44-killed
"Aug 21, 2010",De Havilland DHC-2 Beaver,"Kaminshak Bay, Alaska",4,N9313Z,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-kaminshak-bay-4-killed
"Aug 16, 2010",Boeing 737-700,"San Andrés, Antioquia",2,HK-4682,http://www.baaa-acro.com/crash/crash-boeing-737-700-san-andres-2-killed
"Aug 13, 2010",Piper PA-42 Cheyenne,"Mercedes, Buenos Aires province",0,LQ-BLU,http://www.baaa-acro.com/crash/crash-piper-pa-42-cheyenne-mercedes
"Aug 12, 2010",Learjet 55 Longhorn,"Rio de Janeiro, Rio de Janeiro",0,PT-LXO,http://www.baaa-acro.com/crash/crash-learjet-55-longhorn-rio-de-janeiro-0
"Aug 11, 2010",Rockwell Aero Commander 500,"Burns, Oregon",2,N500FV,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500-south-burns-2-killed
"Aug 9, 2010",De Havilland DHC-3 Otter,"Aleknagik, Alaska",5,N455A,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3-otter-near-aleknagik-5-killed
"Aug 5, 2010",Cessna 414 Chancellor,"Sydney, Nova Scotia",2,C-GENG,http://www.baaa-acro.com/crash/crash-cessna-414-chancellor-sydney-2-killed
"Aug 5, 2010",Cessna 402,"Bequia Island, All Saint Vincent and Grenadines",1,J8-SXY,http://www.baaa-acro.com/crash/crash-cessna-402-bequia-island-1-killed
"Aug 3, 2010",Antonov AN-24,"Igarka, Krasnoyarsk Krai",14,RA-46524,http://www.baaa-acro.com/crash/crash-antonov-24-igarka-12-killed
"Aug 3, 2010",PZL-Mielec AN-2,"Ukraine, All Ukraine",0,UR-17915,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-near-kumushkino
"Aug 1, 2010",Fairchild C-123 Provider,"Denali National Park, Alaska",3,N709RR,http://www.baaa-acro.com/crash/crash-fairchild-c-123-provider-denali-national-park-3-killed
"Jul 31, 2010",Convair CV-580,"Lytton, British Columbia",2,C-FKFY,http://www.baaa-acro.com/crash/crash-convair-cv-580-near-lytton-2-killed
"Jul 28, 2010",Airbus A321,"Islamabad, Islamabad Capital Territory (وفاقی دارالحکومت)",152,AP-BJB,http://www.baaa-acro.com/crash/crash-airbus-a321-islamabad-152-killed
"Jul 28, 2010",McDonnell Douglas C-17 Globemaster III,"Elmendorf-Richardson AFB (JBER), Alaska",4,00-0173,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-c-17a-globemaster-iii-elmendorf-afb-4-killed
"Jul 28, 2010",Antonov AN-12,"Camp Dwyer AFB, Helmand",0,3X-GEQ,http://www.baaa-acro.com/crash/crash-antonov-12-dwyer-fob
"Jul 28, 2010",Boeing 737-700,"Conakry, Conakry Region",0,TS-IEA,http://www.baaa-acro.com/crash/crash-boeing-737-700-conakry
"Jul 27, 2010",McDonnell Douglas MD-11,"Riyadh, Manţiqat ar Riyāḍ (منطقة الرياض)",0,D-ALCQ,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-11-riyadh
"Jul 27, 2010",Raytheon 390 Premier I,"Oshkosh, Wisconsin",0,N6JR,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-i-oshkosh
"Jul 24, 2010",De Havilland DHC-2 Beaver,"La Grande, Quebec",2,C-FGYK,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-la-grande-2-killed
"Jul 23, 2010",De Havilland DHC-2 Beaver,"Ketchikan, Alaska",1,N9290Z,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-ketchikan-1-killed-0
"Jul 21, 2010",Antonov AN-12,"Keperveyem, Chukotka okrug",0,RA-11376,http://www.baaa-acro.com/crash/crash-antonov-12-keperveyem
"Jul 20, 2010",Fokker F27 Friendship,"Lubumbashi, Katanga",0,9Q-CJV,http://www.baaa-acro.com/crash/crash-fokker-f27-lubumbashi
"Jul 19, 2010",Comp Air CA-8,"Mount Pleasant, South Carolina",1,N882X,http://www.baaa-acro.com/crash/crash-comp-air-ca-8-mount-pleasant-1-killed
"Jul 18, 2010",Rockwell Aero Commander 500,"Rankin Inlet, Nunavut",0,N5800H,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500s-rankin-inlet
"Jul 17, 2010",Boeing 747-300,"Cairo, Cairo",0,HS-VAC,http://www.baaa-acro.com/crash/mishap-boeing-747-300-cairo
"Jul 16, 2010",De Havilland DHC-2 Beaver,"Chute des Passes, Quebec",4,C-GAXL,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-chute-des-passes-4-killed
"Jul 15, 2010",Cessna 550 Citation Bravo,"Brač, Dalmatia",0,YU-BSG,http://www.baaa-acro.com/crash/crash-cessna-550-citation-bravo-brac
"Jul 10, 2010",Cessna 421 Golden Eagle,"Tulsa, Oklahoma",3,N88DF,http://www.baaa-acro.com/crash/crash-cessna-421a-golden-i-eagle-tulsa-3-killed
"Jul 7, 2010",Piper PA-31-350 Navajo Chieftain,"Piedras Negras, Coahuila",8,XB-MPV,http://www.baaa-acro.com/crash/crash-piper-pa-31t-cheyenne-ii-near-fragua-dam-8-killed
"Jul 6, 2010",GippsAero GA8 Airvan,"Orange, New South Wales",0,VH-YBH,http://www.baaa-acro.com/crash/crash-gippsland-ga-8-airvan-orange
"Jul 5, 2010",PZL-Mielec AN-2,"Tuzla, Constanța",12,53,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-tuzla-12-killed
"Jul 4, 2010",Cessna 421 Golden Eagle,"Alpine, Texas",5,N31AS,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-alpine-5-killed
"Jun 30, 2010",Beechcraft 200 Super King Air,"Wiesbaden-Erbenheim AFB, Hesse",0,85-0155,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-wiesbaden
"Jun 27, 2010",De Havilland DHC-2 Beaver,"Alaska, Alaska",0,N9RW,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-alaska-1
"Jun 27, 2010",PZL-Mielec AN-2,"Voskresensk, Moscow oblast",0,RA-62631,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-voskresensk
"Jun 24, 2010",PZL-Mielec AN-2,"Kokshetau, Akmola",2,UP-A0161,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-kokshetau-2-killed
"Jun 23, 2010",Beechcraft 100 King Air,"Quebec City, Quebec",7,C-FGIN,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-100-quebec-city-7-killed
"Jun 23, 2010",Piper PA-31-350 Navajo Chieftain,"Puerto Barrios, Izabal",2,N430LA,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-puerto-barrios-2-killed
"Jun 19, 2010",Cessna 401,"Plymouth, Massachusetts",0,N401TE,http://www.baaa-acro.com/crash/crash-cessna-401-plymouth
"Jun 19, 2010",Casa 212 Aviocar,"Congo, All Congo",11,TN-AFA,http://www.baaa-acro.com/crash/crash-casa-212-aviocar-congo-11-killed
"Jun 19, 2010",Douglas DC-3,"Berlin, Berlin",0,D-CXXX,http://www.baaa-acro.com/crash/crash-douglas-dc-3-berlin-germany
"Jun 18, 2010",Dassault Falcon 20,"Chiclayo, Lambayeque",0,FAP300/OB-1433,http://www.baaa-acro.com/crash/crash-dassault-falcon-20-chiclayo
"Jun 15, 2010",Piper PA-31-350 Navajo Chieftain,"Bankstown, New South Wales",2,VH-PGW,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-bankstown-2-killed
"Jun 14, 2010",Cessna 208 Caravan,"Felipe Carrillo Puerto, Quintana Roo",9,XA-TWK,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-felipe-carrillo-puerto-9-killed
"Jun 13, 2010",Swearingen SA226 Metro II,"Lanseria, Gauteng",0,ZS-ZOC,http://www.baaa-acro.com/crash/crash-swearingen-sa226tc-metro-ii-lanseria
"Jun 12, 2010",PZL-Mielec AN-28,"La Carlota-Francisco de Miranda AFB (Caracas), Caracas Federal District",3,ENBV-0063,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-la-carlota-afb-caracas-3-killed
"Jun 4, 2010",Lockheed C-130 Hercules,"Sharana AFB, Parwan",0,S9-BAT,http://www.baaa-acro.com/crash/crash-lockheed-c-130-hercules-sharana-afb
"May 26, 2010",Piper PA-31-350 Navajo Chieftain,"Guatemala City, Guatemala",4,TG-LAP,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-guatemala-city-4-killed
"May 26, 2010",Piper PA-31-350 Navajo Chieftain,"Cartwright, Newfoundland & Labrador",2,C-FZSD,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-cartwright-2-killed
"May 22, 2010",Boeing 737-800,"Mangalore, Karnataka",158,VT-AXV,http://www.baaa-acro.com/crash/crash-boeing-737-800-mangalore-158-killed
"May 21, 2010",Beechcraft 200 Super King Air,"Luanda, Luanda",3,D2-FFT,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-angola-3-killed
"May 19, 2010",Embraer EMB-110 Bandeirante,"Cascavel, Paraná",0,PT-GKQ,http://www.baaa-acro.com/crash/crash-embraer-emb-110p-bandeirante-cascavel
"May 17, 2010",Antonov AN-24,"Afghanistan, All Afghanistan",44,YA-PIS,http://www.baaa-acro.com/crash/crash-antonov-24-afghanistan-44-killed
"May 15, 2010",PZL-Mielec AN-28,"Suriname, All Suriname",8,PZ-TSV,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-suriname-8-killed
"May 12, 2010",Airbus A330,"Tripoli, Tripoli (طرابلس)",103,5A-ONG,http://www.baaa-acro.com/crash/crash-airbus-a330-tripoli-103-killed
"May 12, 2010",PZL-Mielec AN-2,"Astrakhan, Astrakhan oblast",0,RF-00259,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-astrakhan
"May 10, 2010",De Havilland DHC-6 Twin Otter,"Alert AFB, Nunavut",0,C-FSJB,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-north-alert
"May 6, 2010",PZL-Mielec AN-2,"Krasnodar, Krasnodar Krai",0,RA-40373,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-krasnodar-0
"May 6, 2010",Lockheed C-130 Hercules,"Brize Norton AFB, Oxfordshire",0,XV304,http://www.baaa-acro.com/crash/crash-lockheed-c3a-hercules-brize-norton
"May 5, 2010",Embraer ERJ-145,"Mitú, Vaupés",0,FAC-1173,http://www.baaa-acro.com/crash/crash-embraer-erj-145-mitu
"May 4, 2010",PZL-Mielec AN-2,"Odessa, Odessa Oblast",0,-,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-marianivka
"Apr 27, 2010",Beechcraft 200 Super King Air,"Arlit, Agadez",0,F-GLIF,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-200-arlit
"Apr 21, 2010",Antonov AN-12,"Mexico City, Pampanga",3,UP-AN216,http://www.baaa-acro.com/crash/crash-antonov-12-near-mexico-3-killed
"Apr 20, 2010",Fletcher FU-24,"Waipukurau, Hawke's Bay Regional Council",0,ZK-EGT,http://www.baaa-acro.com/crash/crash-pac-fu24-950-fletcher-waipukurau
"Apr 13, 2010",Boeing 737-300,"Manokwari, Special Region of West Papua",0,PK-MDE,http://www.baaa-acro.com/crash/crash-boeing-737-300-manokwari
"Apr 13, 2010",Airbus A300,"Monterrey, Nuevo León",7,XA-TUE,http://www.baaa-acro.com/crash/crash-airbus-a300b-4-203f-monterrey-7-killed
"Apr 12, 2010",Rockwell Sabreliner 65,"Georgia, Georgia",4,165513,http://www.baaa-acro.com/crash/crash-rockwell-sabreliner-65-georgia-4-killed
"Apr 10, 2010",Tupolev TU-154,"Smolensk, Smolensk oblast",96,101,http://www.baaa-acro.com/crash/crash-tupolev-tu-154m-smolensk-96-killed
"Apr 1, 2010",Learjet 25,"Bahias de Huatulco, Oaxaca",0,XA-UNC,http://www.baaa-acro.com/crash/crash-learjet-25-bahias-de-huatulco
"Mar 31, 2010",Grumman E-2C Hawkeye,"Indian Ocean, All World",1,165508,http://www.baaa-acro.com/crash/crash-grumman-e-2c-hawkeye-indian-ocean-1-killed
"Mar 30, 2010",Antonov AN-74,"Ivanovo, Ivanovo oblast",0,RA-74017,http://www.baaa-acro.com/crash/crash-antonov-74-ivanovo
"Mar 22, 2010",Tupolev TU-204,"Moscow, Moscow oblast",0,RA-64011,http://www.baaa-acro.com/crash/crash-tupolev-tu-204-moscow
"Mar 22, 2010",Embraer EMB-120 Brasília,"Darwin, Northern Territory",2,VH-ANB,http://www.baaa-acro.com/crash/crash-embraer-emb-120er-brasilia-darwin-2-killed
"Mar 18, 2010",Antonov AN-26,"Tallinn, Harjumaa",0,SP-FDO,http://www.baaa-acro.com/crash/crash-antonov-26-tallinn
"Mar 15, 2010",Britten-Norman Islander,"Kodiak, Alaska",0,N663SA,http://www.baaa-acro.com/crash/crash-britten-norman-islander-kodiak
"Mar 12, 2010",Aeritalia G.222,"Port Harcourt, Rivers",0,NAF950,http://www.baaa-acro.com/crash/crash-aeritalia-g222-port-harcourt
"Mar 10, 2010",Cessna 421 Golden Eagle,"Tegucigalpa, Francisco Morazán",3,TG-JYM,http://www.baaa-acro.com/crash/crash-cessna-421-golden-eagle-tegucigalpa-3-killed
"Mar 4, 2010",Cessna 303 Crusader,"Louisa, Virginia",1,N9305T,http://www.baaa-acro.com/crash/crash-cessna-303-crusader-louisa-1-killed
"Mar 4, 2010",Fokker F27 Friendship,"Bosaso, Bari (باري‎)",0,5Y-BRN,http://www.baaa-acro.com/crash/crash-fokker-f27-bossaso
"Mar 1, 2010",Socata TBM-700,"Gaithersburg, Maryland",0,N700ZR,http://www.baaa-acro.com/crash/crash-socata-tbm-700-gaithersburg
"Mar 1, 2010",Piper PA-31-350 Navajo Chieftain,"Concepcion, Región del Biobío",16,CC-PGY,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-concepcion-6-killed
"Mar 1, 2010",Airbus A300,"Bagram AFB, Parwan",0,TC-ACB,http://www.baaa-acro.com/crash/crash-airbus-a300b4-bagram-afb
"Mar 1, 2010",Boeing 737-200,"Mwanza, Mwanza Region",0,5H-MVZ,http://www.baaa-acro.com/crash/crash-boeing-737-200-mwanza
"Feb 14, 2010",Cessna 550 Citation Bravo,"Dresden, Saxony",2,OK-ACH,http://www.baaa-acro.com/crash/crash-cessna-550-citation-bravo-dresden-2-killed
"Feb 12, 2010",Piper PA-31 Cheyenne,"Forest City, Iowa",1,N250TT,http://www.baaa-acro.com/crash/crash-piper-pa-31-cheyenne-forest-city-1-killed
"Feb 12, 2010",PAC 750XL - Pacific Aerospace Corporation,"Cascais, Estremadura - Lisbon District",1,D-FGOJ,http://www.baaa-acro.com/crash/crash-pac-750xl-cascais-1-killed
"Feb 11, 2010",ATR42-300,"Balikpapan, East Kalimantan",0,PK-YRP,http://www.baaa-acro.com/crash/crash-atr42-300-balikpapan
"Feb 2, 2010",Cessna 425 Conquest,"Munich, Bavaria",0,D-IAWF,http://www.baaa-acro.com/crash/crash-cessna-425-munich
"Jan 31, 2010",Yakovlev Yak-40,"Luanda, Luanda",0,D2-FES,http://www.baaa-acro.com/crash/crash-yakovlev-yak-40-luanda-0
"Jan 28, 2010",GAF Nomad N22,"Cotabato City, Maguindanao",9,18,http://www.baaa-acro.com/crash/crash-gaf-nomad-n22-cotabato-city-9-killed
