Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances
"Nov 18, 2013",Cessna 414 Chancellor,"Xalapa, Veracruz",2,XB-NPH,http://www.baaa-acro.com/crash/crash-cessna-414-state-veracruz-2-killed,Flight,"Aircraft left Del Norte Airport in Monterrey at 0820LT for a flight to the airport of El Lencero located in Xalapa, State of Veracruz. While cruising in marginal weather conditions, twin engine aircraft crashed in the Sierra Madre Oriental, near the summit of Mirador. Both occupants were killed. "
"Nov 17, 2013",Boeing 737-500,"Kazan, Republic of Tatarstan",50,VQ-BBN,http://www.baaa-acro.com/crash/crash-boeing-737-53a-kazan-50-killed,Landing (descent or approach),"On final approach to Kazan from Domodedovo in marginal weather conditions, crew was forced to make a go around as the aircraft was not correctly aligned with the runway centerline. While climbing to a height of 700 meters, the aircraft went out of control, nosed down and hit the ground. The aircraft disintegrated on impact and all 50 occupants were killed. MAK reported in a first statement that the crew did not follow the standard approach profile and the approach was unstable. TOGA mode was selected, autopilot deactivated and flaps raised from 30 to 15 degrees. As gear were retracted, the aircraft pitched up to about 25 degrees nose up and the indicated airspeed decreased from 150 to 125 knots. Crew countered the nose up by control inputs and the climb was stopped. Aircraft reached a maximum height of 2,300 feet and began to rapidly descend until it impacted the ground with a near vertical angle of 75 degrees at a speed of 242 knots, some 20 seconds after reaching the height of 2,300 feet. The crash was no survivable. "
"Nov 10, 2013",Swearingen SA227 Metro III,"Red Lake, Ontario",5,C-FFZN,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-red-lake-5-killed,Landing (descent or approach),"Flight from Sioux Lookout was uneventful till the final descent to Red Lake completed by night and in light snow with a ceiling at 2,000 feet and visibility 8 SM. On final approach to runway 26, crew reported south of the airport and declared an emergency. Shortly after this mayday message, aircraft hit power cables and crashed in flames in a dense wooded area located 800 meters south of the airport. Two passengers seating in the rear were seriously injured while all five other occupants including both pilots were killed."
"Nov 10, 2013",Mitsubishi MU-2 Marquise,"Owasso, Oklahoma",1,N856JT,http://www.baaa-acro.com/crash/crash-mitsubishi-mu-2b-25-marquise-owasso-1-killed,Landing (descent or approach),"Aircraft impacted wooded terrain while maneuvering near Owasso, Oklahoma. The commercial pilot, who was the sole occupant of the airplane, sustained fatal injuries. The airplane was destroyed. The airplane was registered to Anasazi Winds, LLC, Tulsa, Oklahoma, and was operated by the pilot under the provisions of 14 Code of Federal Regulations Part 91 as a personal flight. Visual meteorological conditions prevailed for the flight, and an instrument flight plan had been filed. The flight departed Salina Regional Airport (SLN), Salina, Kansas, about 1500, and was en route to Tulsa International Airport (TUL), Tulsa, Oklahoma. According to preliminary air traffic control communications and radar data, the airplane was cleared to land on runway 18L at TUL, and the pilot was instructed to reduce the airspeed to 150 knots. The pilot acknowledged the clearance and speed reduction. Radar data showed the airplane on a straight-in approach to runway 18L. After the airplane passed the runway 18L outer marker, the airplane began a left turn. The air traffic control tower controller asked the pilot about the deviation, and the pilot reported that he had a control problem. The left turn continued, and the controller then cleared the pilot to maneuver to the west and asked if he needed assistance. The pilot informed the controller that the left engine was shut down. The controller then declared an emergency for the pilot and asked about the number of souls on-board the airplane and the fuel remaining. No further communications were received from the pilot. Radar data showed the airplane complete a 360-degree left turn near the runway 18L outer marker at 1,100 feet mean sea level, and then radar contact was lost. Several witnesses observed the airplane in a shallow left turn; the reported altitudes ranged from 400 to 800 feet above ground level. During the turn, the landing gear was in the extended position, and one engine propeller appeared not to be rotating. The airplane continued in a left turn and the wings began to rock back and forth at a 10- to 15-degree bank angle. The airplane was observed to then make a right turn, followed by a left turn, and then a steep spiral to the left. The airplane disappeared from the witnesses' view as it descended. The accident site was located in wooded terrain about 5 miles north of TUL at a global positioning (GPS) elevation of about 650 feet. The airplane came to rest upright on a measured magnetic heading of 109 degrees. The main wreckage area consisted of all major airplane structure and components. The left engine propeller blades were found in a feathered position. The landing gear was found in the extended position, and the flaps were in the 20-degree position. Postimpact fire consumed a majority of the fuselage and wing structure. At 1553, the TUL automated surface observing system, located 5 miles south of the accident site, reported the wind from 140 degrees at 6 knots, visibility 10 miles, scattered clouds at 9,000 feet, temperature 19 degrees Celsius, dew point 6 degrees Celsius, and an altimeter setting of 30.26 inches of Mercury."
"Nov 3, 2013",Swearingen SA227 Metro III,"Riberalta, Beni",8,CP-2754,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-riberalta-8-killed,Landing (descent or approach),"Following an uneventful flight, crew started the descent to Riberalta Airport in poor weather conditions. After touch down, aircraft went out of control, veered off runway and came to rest inverted in flames. At least eight passengers were killed. Aircraft was destroyed by impact forces and post impact fire. "
"Nov 1, 2013",Beechcraft 90 King Air,"Springdale, Arkansas",2,N269JG,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90-springdale-2-killed,Landing (descent or approach),"Aircraft impacted terrain 4 miles southeast of the Springdale Municipal Airport, Springdale, Arkansas. The private pilot and passenger were fatally injured. The airplane was destroyed. The airplane was registered to J&G Aviation, LLC, and operated by the pilot, both of Camden, Arkansas, under the provisions of 14 Code of Federal Regulations Part 91 as a personal flight. Visual meteorological conditions prevailed for the flight, and no flight plan had been filed. The flight originated from Pine Bluff, Arkansas, about 1700. According to the Federal Aviation Administration (FAA), the pilot contacted Fort Smith, Arkansas (FSM), and advised he was en route from Pine Bluff (PBF), Arkansas, to Bentonville (VBT), Arkansas. He was given flight following services. Later, the pilot said he wanted to change his destination to Fayetteville (KFYV), Arkansas. When the FSM controller asked the reason for the destination change and if he required any assistance, the pilot stated he was low on fuel. He requested the distance to FYV, and the controller told him it was 9 miles away. The pilot said he needed something closer. The controller advised that Springdale Airport (ASG) was at his 12 o'clock position and 4 miles away. The pilot said he had ASG in sight and was familiar with the airport. The controller issued the pilot a frequency change to ASG tower. The pilot contacted ASG tower and reported he was low on fuel. The ASG controller issued the wind conditions and altimeter setting and cleared the pilot to land on runway 36. Approximately 30 seconds later, the pilot advised ASG that he was not going to make the airport. The ASG controller attempted to get the aircraft's position. No further transmissions were received from the pilot. A witness saw the airplane descend, pull up abruptly, and impact the ground in a right wing-low, noselow attitude. There were power lines about 300 feet short of the impact point. The on-scene examination revealed no ground scars, only impact ground gouges. Control continuity was established from the flight controls to the center of the airplane. The right wing was destroyed. No fuel was observed in the left wing or nacelle tanks. The landing gear and flaps were retracted. Propeller signatures indicate the propellers were not feathered."
"Oct 26, 2013",PZL-Mielec AN-2,"Tayozhny, Krasnoyarsk Krai",2,-,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-tayozhny-2-killed,Landing (descent or approach),"On an illegal flight from Yerbogachon (Irkutsk region) to Tayozhny (Boguchany district of the Krasnoyarsk region) when the pilots could not see the (abandoned) airstrip at night as there was no lighting at all, on the third approach the aircraft hit trees, crashed into a forest 35 metres from the airstrip, caught fire and burnt out. Both pilots were killed and both passengers were seriously injured. "
"Oct 25, 2013",Fokker F27 Friendship,"Paris-Roissy-CDG, Val-d'Oise",0,I-MLVT,http://www.baaa-acro.com/crash/mishap-fokker-f27-friendship-500f-paris-roissy-cdg,Takeoff (climb),"Crew was performing a night postal flight from Paris-Roissy-CDG Airport to Dole-Jura Airport on behalf of Europe Airpost. Shortly after take off, while climbing to 1,000 feet, left propeller detached and impacted the left part of the fuselage, causing a large hole. Crew declared an emergency and landed safely less than ten minutes later. Aircraft was parked on apron, both pilots were unhurt but aircraft was later considered as damaged beyond repair. The propeller was found in an open field in Mesnil-Amelot, near the airport. Nobody on ground was injured."
"Oct 19, 2013",Pilatus PC-6 (Porter & Turbo Porter),"Namur, Namur",11,OO-NAC,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h4-turbo-porter-near-namur-11-killed,Takeoff (climb),"Aircraft was carrying ten skydivers and a pilot and left Namur-Suarlée Airport for its 15 sortie that day. About ten minutes after takeoff, while climbing to a height of 5,100 feet, aircraft went out of control and crashed in an open field located near Marchovelette, some ten km east of airport. All eleven occupants were killed and the aircraft was destroyed by impact forces and post crash fire. According to eye witnesses, the right wing failed and the aircraft became out of control. "
"Oct 19, 2013",ATR42-300,"Madang, Madang",0,P2-PXY,http://www.baaa-acro.com/crash/crash-atr42-300f-madang,Takeoff (climb),"Aircraft was performing a flight to Kuinga with an intermediate stop at Tabubil with a cargo consisting of 400 boxes of cigarettes for a total weight of 3,710 kilos. While accelerating on runway 25, just two seconds after Vr, captain decided to abort the takeoff procedure because the aircraft did not lift off. He started an emergency brake procedure but the aircraft was unable to stop within the remaining runway. It overrun, went through a fence and down an embankment before coming to rest in flames in the Meiro Creek. All three crew escaped themselves and were uninjured, except one slightly. Aircraft was partially destroyed by impact forces and post impact fire."
"Oct 19, 2013",BAe 146,"Balesin, Quezon",0,RP-C5525,http://www.baaa-acro.com/crash/crash-bae-146-200-balesin,Landing (descent or approach),"Crew was performing a charter flight from Manila to Balesin with several tourists en route to the Balesin Island Club. After landing, aircraft overrun, lost its nose gear and came to rest in the Lamon Bay, dozen yards off shore. All 75 occupants were uninjured while the aircraft is considered as write off. It was raining at the time of the accident and runway was wet. "
"Oct 18, 2013",Cessna 500 Citation,"Derby, Kansas",2,N610ED,http://www.baaa-acro.com/crash/crash-cessna-500-citation-derby-2-killed,Takeoff (climb),"Aircraft was destroyed during impact with terrain near Derby, Kansas. The pilot and passenger were fatally injured. The airplane was registered to and operated by Dufresne, Inc.; Murrieta, California. Day visual meteorological conditions (VMC) prevailed at the time of the accident and an instrument flight rules flight plan had been filed for the 14 Code of Federal Regulations Part 91 business flight. The airplane departed Wichita Mid-Continent Airport (ICT), Wichita, Kansas, about 1007 and was destined for New Braunfels Regional Airport (BAZ), New Braunfels, Texas. Preliminary data from Federal Aviation Administration (FAA) air traffic control showed normal operations during climb before the pilot contacted the FAA Kansas City Air Route Traffic Control Center at 1014 and reported leveling at 15,000 feet. The controller cleared the pilot to proceed direct to Millsap, Texas and climb to 23,000 feet. Over the next minute, the aircraft made an abrupt right turn followed by an abrupt left turn. Radar data showed the airplane descended to 14,600 feet before resuming climb and reaching 15,200 feet at 1016:20. The aircraft then made an abrupt descending left turn and radar and radio contact was lost. Several witnesses reported seeing the airplane below the clouds in a nose down vertical dive. One witness reported that after impact he saw a fireball about 500 feet high followed by a column of smoke. Evidence at the accident scene showed evidence of a postimpact fire with most of the wreckage located in or near a single impact crater. The outboard portion of the left wing and the left aileron was located about 3,000 feet west of the main wreckage. At 1038, the closest official surface weather observation site at McConnell Air Force Base (IAB), Wichita, Kansas, reported a northeast wind at 12 knots, light rain, and a broken ceiling at 1,700 feet above ground level. Satellite imagery indicated abundant cloud cover with the cloud cover top near 21,000 feet mean sea level (msl). Pilot reports in the area indicated light to moderate icing conditions above 6,000 feet msl at the accident time."
"Oct 16, 2013",ATR72-600,"Pakse, Champasak Province",49,RDPL-34233,http://www.baaa-acro.com/crash/crash-atr72-600-pakse-49-killed,Landing (descent or approach),"A first approach procedure to runway 15 was aborted by the crew due to insufficient visibility. On the circuit to complete a second approach in bad weather conditions, the ATR72-600 crashed some 8 km short of runway and was completely submerged in the Mekong River. None of the 49 occupants (44 pax and 5 crew) survived, among them 7 French citizens and 6 Australians. Aircraft left Vientiane at 1445LT and should arrive in Pakse one hour later. Aircraft was built and delivered to Lao Airlines in March this year. First crash involving an ATR72-600 series. Up to date, worst accident in Laos.
The Laotian Authorities released the following key sentences of analysis: 
""Under IMC conditions, with no reference to the ground, the SOPs lead to conducting an instrument approach. In Pakse the VOR DME approach procedure is in force. There is no radar service. The flight crew has to fly to the initial approach fix or the intermediate fix at an altitude above 4600ft, then start the descent to 2300ft until final approach fix. Finally the flight crew descends to the minima (990ft), if visual references with the ground are available and sufficient the flight crew may continue until touchdown. If ground visual references are not available or not sufficient, the flight crew may level off up to the missed approach point and then must start the missed approach procedure. From the FOR data, the flight crew set 600 ft as the minima. This is contrary to the published minima of 990 ft. Even if the flight crew had used the incorrect height as published in the JEPPESEN Chart at that time the minima should have been set to 645 ft or above. The choice of minima lower than the published minima considerably reduces the safety margins. Following the chart would lead the flight crew to fly on a parallel path 345 ft lower than the desired indicated altitude. The recordings show that the flight crew initiated a right turn according to the lateral missed approach trajectory without succeeding in reaching the vertical trajectory. Specifically, the flight crew didn't follow the vertical profile of missed approach as the missed approach altitude was set at 600 ft and the aircraft system went into altitude capture mode. When the flight crew realized that the altitude was too close to the ground, the PF over-reacted, which led to a high pitch attitude of 33°. The aircraft was mostly flying in the clouds during the last part of flight."""
"Oct 14, 2013",Cessna 208B Grand Caravan,"Loreto, Baja California Sur",14,XA-TXM,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-loreto-14-killed,Takeoff (climb),"Approximately six minutes after its departure from Loreto Airport, aircraft crashed in the Sierra de La Giganta, some 26 km west of Loreto. SAR were suspended after few hours due to poor weather conditions caused by Octavio hurricane. Eventually, rescuers found the debris of the aircraft two days later, on 16OCT. All fourteen occupants were killed. "
"Oct 10, 2013",De Havilland DHC-6 Twin Otter,"Kudat, Sabah",2,9M-MDM,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-kudat-2-killed,Landing (descent or approach),"After landing on runway 22, aircraft veered to the right, crossed a grassy area on 165 meters, went through a fence and collided with a house alongside the airport. Right wing was sheared off on impact while the cockpit was destroyed. At least six passengers were injured while a passenger and the copilot were killed. At the time of the accident, strong wind was varying from 210 to 300 and gusting up to 31 knots. "
"Oct 10, 2013",PZL-Mielec AN-2,"Skulyn, Volyn Oblast",2,UR-54853,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-skulyn-2-killed,Landing (descent or approach),"Crew was performing an illegal flight, maybe from Belarus, with a cargo of Belarusian cigarettes on board. While approaching by night an unused airport, single engine aircraft crashed in unknown circumstances and burnt. Both occupants were killed. Up to date, the registration of the aircraft is not confirmed by Ukrainian authorities. UR-54853 was announced to be the one but this reg was already involved in an accident in Ukraine on 07FEB2013. The registration SP-AOD was still painted on the lower left wing and the aircraft was operated since Summer 2013 illegally with the UR-54853 registration. "
"Oct 6, 2013",Britten-Norman Islander,"Culebra, All Puerto Rico",1,N909GD,http://www.baaa-acro.com/crash/crash-britten-bn-2a-8-norman-islander-culebra-1-killed,Landing (descent or approach),"Pilot was delivering newspapers from Vieques to Culebra-Benjamin Rivera Noriega Airport. While approaching Cayo Luis Peña Island, west of Culebra Island, twin engine aircraft crashed into the sea some 6,5 km west of the island. Pilot was killed and aircraft destroyed. "
"Oct 6, 2013",PZL-Mielec AN-2,"Sevryukovo, Bryansk oblast",0,RA-31505,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-sevryukovo,NA,NA
"Oct 5, 2013",De Havilland Dash-8-200,"Acandí, Chocó",4,N356PH,http://www.baaa-acro.com/crash/crash-de-havilland-dash-8-202-acandi-4-killed,Flight,"The crew was engaged in an anti narcotic flight over Colombia when aircraft crashed in unknown circumstances in the region of Acandí, Province of Chocó. The four passengers were killed while both pilots were injured. Crew consisted of five US citizens and one Panamanian. Aircraft left Balboa AFB at Panama City in the evening. "
"Oct 3, 2013",Embraer EMB-120 Brasília,"Lagos, Lagos",16,5N-BJY,http://www.baaa-acro.com/crash/crash-embraer-emb-120er-brasilia-lagos-16-killed,Takeoff (climb),"The crew discussed some concerns about the aircraft prior to departure but at this time we are not prepared to elaborate on those concerns as there remains a lot of work to complete on the CVR analysis in order to determine the specific nature of the crew’s concerns. Associated 361 was cleared for take-off on runway one eight left at Lagos international airport. The wind was calm and weather is not considered a factor in this accident. Approximately 4 seconds after engine power was advanced to commence the take-off roll, the crew received an automated warning from the onboard computer voice which consisted of three chimes followed by “Take-off Flaps…Take-off Flaps”. This is a configuration warning that suggests that the flaps were not in the correct position for take-off and there is some evidence that the crew may have chosen not to use flaps for the take-off. The warning did not appear to come as any surprise to the crew and they continued normally with the take-off. This warning continues throughout the take-off roll. As we are in the process of verifying the accuracy of the flight data, we have not yet been able to confirm the actual flap setting however we expect to determine this in the fullness of time. It was determined from the CVR that the pilot flying was the Captain and the pilot monitoring and assisting was the First Officer. The ‘set power‘ call was made by the Captain and the ‘power is set’ call was confirmed by the First Officer as expected in normal operations. Approximately 3 seconds after the ‘power is set’ call, the First Officer noted that the aircraft was moving slowly. Approximately 7 seconds after the ‘power is set’ call, the internal Aircraft Voice warning system could be heard stating ‘Take off Flaps, Auto Feather’. Auto feather refers to the pitch of the propeller blades. In the feather position, the propeller does not produce any thrust. The FDR contains several engine related parameters which the AIB is studying. At this time, we can state that the Right engine appears to be producing considerably less thrust than the Left engine. The left engine appeared to be working normally. The aircraft automated voice continued to repeat ‘Take-off Flaps, Auto Feather’. The physical examination of the wreckage revealed that the right engine propeller was in the feather position and the engine fire handle was pulled/activated. The standard ‘eighty knots’ call was made by the First Officer. The first evidence that the crew indicated that there was a problem with the take-off roll was immediately following the ‘eighty knots’ call. The First Officer asked if the take- off should be aborted approximately 12 seconds after the ‘eighty knots’ callout. Our investigation team estimates the airspeed to be approximately 95 knots. Airspeed was one of the parameters that, while working in the cockpit, appeared not to be working on the Flight Data Recorder. We were able to estimate the speed based on the radar data that we synchronized to the FDR and CVR but it is very approximate because of this. In response to the First Officer’s question to abort, the Captain indicated that they should continue and they continued the take-off roll. The crew did not make a ‘V1’ call or a Vr’ call. V1 is the speed at which a decision to abort or continue a take-off is made. Vr is the speed at which it is planned to rotate the aircraft. Normally the non-flying pilot calls both the V1 and the Vr speeds. When Vr is called the flying pilot pulls back on the control column and the aircraft is rotated (pitched up) to climb away from the runway. During the rotation, the First Officer stated ‘gently’, which we believe reflects concern that the aircraft is not performing normally and therefore needs to be rotated very gently so as not to aerodynamically stall the aircraft. The First Officer indicated that the aircraft was not climbing and advised the Captain who was flying not to stall the aircraft. Higher climb angles can cause an aerodynamic stall. If the aircraft is not producing enough overall thrust, it is difficult or impossible to climb without the risk of an aerodynamic stall. Immediately after lift-off, the aircraft slowly veered off the runway heading to the right and was not climbing properly. This aircraft behavior appears to have resulted in the Air Traffic Controller asking Flight 361 if operation was normal. Flight 361 never responded. Less than 10 seconds after rotation of the aircraft to climb away from the runway, the stall warning sounded in the cockpit and continued to the end of therecording. The flight data shows characteristics consistent with an aerodynamic stall. 31 seconds after the stall warning was heard, the aircraft impacted the ground in a nose down near 90 degree right bank.
The investigation is focusing on the following:
1) Mechanical and electronic engine control issues related to the Right engine and Right engine propeller systems. 
2) Aural warnings related to auto-feather and the flap settings required fortakeoff.
3) Take-off configuration issues with respect to flap settings.
4) Crew decision making and training with respect to proceeding with the flight despite concerns regarding the aircraft’s suitability for flight. 
5) When and how the number 2 engine fire handle was pulled.
6) Standard operating procedures with respect to continuing the take-off roll despite continuous automated voice warnings of both ‘take-off flaps’ and
‘auto feather’ when there was ample time to abort the take-off.
7) The airline management’s safety culture fostered throughout the airline. We are in the process of developing a comprehensive computer reconstruction of the flight which will help our team understand the sequence of events and will ultimately help us communicate our findings to the aviation community and the general public."
"Sep 29, 2013",Cessna 525 CJ2,"Santa Monica, California",4,N194SJ,http://www.baaa-acro.com/crash/crash-cessna-525a-cj2-santa-monica-4-killed,Landing (descent or approach),"Aircraft veered off the right side of runway 21 and collided with a hangar at the Santa Monica Municipal Airport, Santa Monica, California. The private pilot and three passengers were fatally injured, and the airplane was destroyed by a post-crash fire. The airplane was registered to CREX-MML LLC, and operated by the pilot as a 14 Code of Federal Regulations, Part 91 flight. Visual meteorological conditions prevailed for the flight, which operated on an instrument flight rules flight plan. The flight originated at Hailey, Idaho, about 1614. Witnesses reported observing the airplane make a normal approach and landing. The airplane traveled down the right side of the runway, eventually veered off the runway, impacted the 1,000-foot runway distance remaining sign, continued to travel in a right-hand turn, and impacted a hangar structural post with the right wing. The airplane came to rest inside the hangar and the damage to the hangar structure caused the roof to collapse onto the airplane. A post-accident fire quickly ensued. On-scene examination of the wreckage and runway revealed that there was no airplane debris on the runway. The three landing gear tires were inflated and exhibited no unusual wear patterns. The Federal Aviation Administration (FAA) control tower local controller reported that the pilot did not express over the radio any problems prior to or during the landing."
"Sep 25, 2013",Cessna 208B Grand Caravan,"Hudson Bay, All Canada",1,C-FEXV,http://www.baaa-acro.com/crash/crash-cessna-208-hudson-bay-1-killed,Flight,"On behalf of Morningstar Air Express, pilot was engaged in a training flight. He left Sault Sainte Marie Airport, south Ontario, in the morning and flew to the north. Pilot did not have any radio contact with his base during the flight and single engine aircraft crashed into the Hudson Bay around 1400LT in unknown circumstances. Crash site was located 1,200 km north of Sault Saint Marie and some 500 km east of Churchill, Manitoba. Authorities will try to understand the reason why the pilot was flying so far from his base with a Cessna 208. "
"Sep 24, 2013",Cessna 421C Golden Eagle III,"Lyon-Bron, Rhône",4,N556MB,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-lyon-bron-4-killed,Takeoff (climb),"Shortly after take off from runway 34 in Lyon-Bron Airport, while in initial climb at a height of 200 feet, aircraft banked left, stalled and crashed in flames near the perimeter fence. All four occupants were killed and aircraft was destroyed by impact forces and post impact fire. Aircraft was outbound to Aix-les-Milles, Bouches-du-Rhône. According to french BEA, the left engine was not operating at the time of impact and first analysis shows that left engine power failed shortly after takeoff. "
"Sep 19, 2013",Beechcraft 90 King Air,"Idaho Falls, Idaho",0,N191TP,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90a-idaho-falls,Landing (descent or approach),"Aircraft was substantially damaged when it impacted a field short of the runway at Idaho Falls Regional Airport (IDA), Idaho Falls, Idaho, during final approach. The commercial pilot and one passenger received minor injuries, and one passenger was seriously injured. The airplane was owned and operated by WE FLY LLC of Idaho Falls. The business flight was conducted under the provisions of Title 14 Code of Federal Regulations Part 91. Visual meteorological conditions prevailed, and no Federal Aviation Administration (FAA) flight plan was filed for the flight. According to the pilot, the airplane was based at IDA, and he and two passengers originated the day's flight sequence at IDA the morning of the accident. The airplane was flown first to Pocatello Regional Airport (PIH), located about 45 nautical miles (nm) from IDA, where a third passenger boarded. They then flew to Boise Air Terminal/Gowen Field (BOI), located about 165 nm from PIH, where the passengers deplaned to attend a meeting. About 5 hours after landing in BOI, the pilot and same passengers departed BOI for IDA, with an interim stop at PIH to drop off the one passenger. The flight from BOI to PIH was uneventful. The pilot and two remaining passengers reported that the flight from Pocatello to Idaho Falls was ""bumpy"" or ""turbulent."" The pilot reported that when the airplane was on its final approach to runway 2 at IDA, a ""master warning or caution"" annunciator light illuminated, and the pilot was ""pretty sure"" that it was related to a fuel quantity/distribution issue. He stated that he then checked the fuel quantity gauges, and recalled that they indicated that the airplane still had fuel. He did not provide any elaborating information to the investigation regarding the fuel quantity or distribution in the airplane at the time of the event. The pilot did not recall anything else about the event, except that he ""saw the ground coming up fast"" and instructed his passengers to ""hold on."" One of the passengers recounted a similar version of the sequence of events. The airplane impacted level terrain and an irrigation ditch about 1.2 miles short of the runway. The landing gear, one propeller, and one engine were separated from the airplane during impact, and the wings and fuselage sustained substantial damage. Only trace amounts of fuel were observed on scene. FAA information indicated that the airplane was manufactured in 1989, and was equipped with two Pratt & Whitney Canada PT6A turbopropeller engines."
"Sep 18, 2013",PZL-Mielec AN-2,"Zelenoborsk, Khantia-Mansia okrug",0,RA-33017,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-near-zelenoborsk,Flight,"En route from Sovetsky to Nefteyugansk, while cruising at an altitude of 700 meters, the engine malfunctioned and the crew was forced to attempt an emergency landing. The aircraft came to rest in a swampy area located 38 km east of Zelenoborsk. Two crew and a passenger were injured while all four other occupants were unhurt. The aircraft was damaged beyond repair."
"Sep 13, 2013",PZL-Mielec AN-2,"Kamako, Kasai-Occidental",0,9Q-CFT,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-kamako,Landing (descent or approach),"The approach to Kamako Airport was considered as normal. On short final, weather conditions deteriorated and the single engine airplane lost height and struck the ground 16 meters short of runway 12 threshold. It slid on its belly before coming to rest 37 meters past the threshold. All six occupants, one pilot and five passengers, were uninjured while the aircraft was damaged beyond repair. "
"Sep 9, 2013",Dornier DO228,"Viña del Mar, Región de Valparaíso",2,CC-CNW,http://www.baaa-acro.com/crash/crash-dornier-do228-202k-vina-del-mar-2-killed,Landing (descent or approach),"Crew was performing a positioning flight to Viña del Mar to pick up passengers to Los Perlambres mines. On approach in poor weather conditions due to fog, aircraft was too low and hit power lines. It stalled and crashed in an open field and was destroyed by impact forces. Both crew were killed. "
"Sep 8, 2013",Piper PA-31-350 Navajo Chieftain,"Doylestown, Pennsylvania",0,N57JK,http://www.baaa-acro.com/crash/crash-piper-pa-31p-navajo-doylestown,Landing (descent or approach),"Aircraft was substantially damaged following a runway excursion during landing at Doylestown, Pennsylvania (DYL). The commercial pilot was not injured. The flight was conducted under the provisions of 14 Code of Federal Regulations Part 91 as a personal flight. Visual meteorological conditions prevailed and noflight plan was filed for the flight. The pilot reported that, following a normal landing on runway 5, the left brake pedal went to the floor and there was no braking action on the left side. He tried pumping the brakes to regain left braking action, but was unsuccessful. The airplane departed the right side of the runway, into the grass. The landing gear collapsed and the airplane came to a stop. An inspector with the Federal Aviation Administration responded to the accident site and inspected the airplane. He confirmed substantial damage to the left wing spar. The left brake was not operational when he inspected the airplane. Further examination of the wheel brake system revealed a leak at the shaft for the parking brake valve. He reported that this condition allowed air to enter the brake system in between the master cylinder and wheel cylinder when the aircraft was pressurized."
"Sep 4, 2013",Cessna 207 Skywagon/Stationair,"Colorado Springs, Colorado",0,N211AS,http://www.baaa-acro.com/crash/crash-cessna-207-colorado-springs,Takeoff (climb),"Shortly after take off from Colorado Springs Airport, pilot encountered technical problems and elected to make an emergency landing in an open field. Both occupants were injured while the aircraft was considered as damaged beyond repair. 
Aircraft was owned by Aerial Resources LLC. "
"Sep 4, 2013",Cessna 303 Crusader,"Jersey, Channel Islands",2,N289CW,http://www.baaa-acro.com/crash/crash-cessna-t303-crusader-jersey-2-killed,Landing (descent or approach),"The twin engine aircraft, owned by the British businessman Carl Whiteley, took off from Dinan (Côtes-d'Armor) for Jersey, UK. While approaching Jersey, pilot encountered poor visibility due to fog. On approach, aircraft crashed into the Bay of Saint-Ouen, some 8 km west of Jersey. Search and rescue found some debris few hours later and it was confirmed that both occupants (Carl Whiteley and his wife) were killed. "
